IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
172.252.113.50,25242,TRUE,MIA,North America,Miami,237 ms,6602 kB/s
198.177.59.65,25227,TRUE,MIA,North America,Miami,229 ms,6602 kB/s
216.83.47.240,25222,TRUE,MIA,North America,Miami,235 ms,6599 kB/s
207.210.125.30,25232,TRUE,MIA,North America,Miami,207 ms,6599 kB/s
107.151.216.214,25227,TRUE,MIA,North America,Miami,236 ms,6599 kB/s
207.210.125.10,25226,TRUE,MIA,North America,Miami,241 ms,6599 kB/s
172.252.113.41,25222,TRUE,MIA,North America,Miami,239 ms,6599 kB/s
207.210.125.41,25232,TRUE,MIA,North America,Miami,234 ms,6599 kB/s
172.120.250.121,25232,TRUE,MIA,North America,Miami,229 ms,6598 kB/s
107.151.216.113,25232,TRUE,MIA,North America,Miami,213 ms,6598 kB/s
172.252.113.22,25222,TRUE,MIA,North America,Miami,212 ms,6598 kB/s
107.151.216.57,25232,TRUE,MIA,North America,Miami,235 ms,6597 kB/s
207.210.125.8,25232,TRUE,MIA,North America,Miami,234 ms,6596 kB/s
198.177.59.67,25227,TRUE,MIA,North America,Miami,232 ms,6595 kB/s
172.252.113.3,25222,TRUE,MIA,North America,Miami,231 ms,6593 kB/s
67.215.254.102,25224,TRUE,MIA,North America,Miami,235 ms,6592 kB/s
172.252.113.32,25222,TRUE,MIA,North America,Miami,231 ms,6592 kB/s
198.177.59.112,25222,TRUE,MIA,North America,Miami,201 ms,6590 kB/s
104.253.10.232,25220,TRUE,IAD,North America,Ashburn,265 ms,6589 kB/s
172.252.113.13,25222,TRUE,MIA,North America,Miami,210 ms,6586 kB/s
40.27.137.28,25292,TRUE,MIA,North America,Miami,240 ms,6585 kB/s
198.177.59.65,25222,TRUE,MIA,North America,Miami,239 ms,6585 kB/s
72.9.227.107,25232,TRUE,MIA,North America,Miami,231 ms,6584 kB/s
72.9.227.116,25232,TRUE,MIA,North America,Miami,228 ms,6582 kB/s
172.121.49.100,25224,TRUE,MIA,North America,Miami,232 ms,6581 kB/s
103.79.78.16,444,TRUE,LAX,North America,Los Angeles,231 ms,6580 kB/s
104.253.10.240,25222,TRUE,IAD,North America,Ashburn,270 ms,6580 kB/s
207.210.125.2,25232,TRUE,MIA,North America,Miami,207 ms,6580 kB/s
172.252.113.51,25242,TRUE,MIA,North America,Miami,231 ms,6579 kB/s
72.9.227.112,25232,TRUE,MIA,North America,Miami,238 ms,6578 kB/s
207.210.125.43,25232,TRUE,MIA,North America,Miami,234 ms,6576 kB/s
40.27.137.32,25255,TRUE,MIA,North America,Miami,238 ms,6576 kB/s
198.177.59.228,25232,TRUE,MIA,North America,Miami,208 ms,6576 kB/s
198.177.59.61,25227,TRUE,MIA,North America,Miami,207 ms,6574 kB/s
216.83.47.214,25227,TRUE,MIA,North America,Miami,237 ms,6573 kB/s
216.83.47.195,25227,TRUE,MIA,North America,Miami,239 ms,6573 kB/s
172.252.113.9,25222,TRUE,MIA,North America,Miami,210 ms,6570 kB/s
40.27.137.28,25255,TRUE,MIA,North America,Miami,229 ms,6570 kB/s
172.121.37.24,25220,TRUE,IAD,North America,Ashburn,262 ms,6570 kB/s
75.127.120.239,25212,TRUE,IAD,North America,Ashburn,237 ms,6567 kB/s
172.252.113.133,25229,TRUE,MIA,North America,Miami,234 ms,6565 kB/s
198.177.59.148,25226,TRUE,MIA,North America,Miami,240 ms,6562 kB/s
172.252.113.18,25222,TRUE,MIA,North America,Miami,230 ms,6561 kB/s
67.215.254.115,25224,TRUE,MIA,North America,Miami,232 ms,6554 kB/s
198.177.59.69,25222,TRUE,MIA,North America,Miami,230 ms,6551 kB/s
72.9.227.118,25229,TRUE,MIA,North America,Miami,240 ms,6551 kB/s
72.9.227.84,25232,TRUE,MIA,North America,Miami,225 ms,6548 kB/s
5.161.16.176,449,TRUE,IAD,North America,Ashburn,236 ms,6547 kB/s
107.151.216.57,25220,TRUE,MIA,North America,Miami,227 ms,6538 kB/s
172.252.113.151,25224,TRUE,MIA,North America,Miami,233 ms,6537 kB/s
40.27.137.34,25255,TRUE,MIA,North America,Miami,237 ms,6536 kB/s
40.27.137.6,25255,TRUE,MIA,North America,Miami,230 ms,6533 kB/s
207.210.125.12,25222,TRUE,MIA,North America,Miami,214 ms,6532 kB/s
172.121.49.236,25228,TRUE,MIA,North America,Miami,243 ms,6528 kB/s
172.121.10.214,25212,TRUE,IAD,North America,Ashburn,248 ms,6525 kB/s
209.178.239.110,25226,TRUE,MIA,North America,Miami,208 ms,6522 kB/s
40.27.137.37,25292,TRUE,MIA,North America,Miami,238 ms,6522 kB/s
216.83.47.201,25242,TRUE,MIA,North America,Miami,241 ms,6521 kB/s
198.177.59.58,25227,TRUE,MIA,North America,Miami,209 ms,6519 kB/s
207.210.125.49,25232,TRUE,MIA,North America,Miami,237 ms,6518 kB/s
172.252.113.132,25222,TRUE,MIA,North America,Miami,240 ms,6515 kB/s
209.178.239.73,25226,TRUE,MIA,North America,Miami,229 ms,6513 kB/s
172.252.113.177,25222,TRUE,MIA,North America,Miami,229 ms,6513 kB/s
209.51.136.170,25228,TRUE,MIA,North America,Miami,207 ms,6512 kB/s
172.252.113.60,25224,TRUE,MIA,North America,Miami,237 ms,6511 kB/s
67.215.254.87,25228,TRUE,MIA,North America,Miami,239 ms,6511 kB/s
107.151.216.10,25220,TRUE,MIA,North America,Miami,230 ms,6509 kB/s
172.252.113.23,25220,TRUE,MIA,North America,Miami,240 ms,6509 kB/s
172.252.113.7,25220,TRUE,MIA,North America,Miami,211 ms,6509 kB/s
209.178.239.120,25226,TRUE,MIA,North America,Miami,240 ms,6509 kB/s
172.121.49.244,25232,TRUE,MIA,North America,Miami,238 ms,6508 kB/s
40.27.137.35,25292,TRUE,MIA,North America,Miami,234 ms,6507 kB/s
172.121.10.230,25212,TRUE,IAD,North America,Ashburn,239 ms,6506 kB/s
172.252.113.43,25220,TRUE,MIA,North America,Miami,237 ms,6505 kB/s
143.20.178.205,25212,TRUE,LAX,North America,Los Angeles,209 ms,6504 kB/s
209.178.239.47,25226,TRUE,MIA,North America,Miami,232 ms,6502 kB/s
172.252.113.148,25222,TRUE,MIA,North America,Miami,237 ms,6501 kB/s
40.183.95.82,25228,TRUE,IAD,North America,Ashburn,261 ms,6500 kB/s
172.252.113.186,25222,TRUE,MIA,North America,Miami,229 ms,6499 kB/s
40.27.137.50,25255,TRUE,MIA,North America,Miami,240 ms,6498 kB/s
172.252.113.184,25222,TRUE,MIA,North America,Miami,227 ms,6496 kB/s
172.252.113.51,25220,TRUE,MIA,North America,Miami,228 ms,6494 kB/s
198.177.59.154,25226,TRUE,MIA,North America,Miami,212 ms,6494 kB/s
198.177.59.65,25226,TRUE,MIA,North America,Miami,227 ms,6494 kB/s
67.215.254.65,25224,TRUE,MIA,North America,Miami,208 ms,6493 kB/s
72.9.227.119,25229,TRUE,MIA,North America,Miami,210 ms,6493 kB/s
198.177.59.66,25227,TRUE,MIA,North America,Miami,227 ms,6489 kB/s
40.27.137.52,25255,TRUE,MIA,North America,Miami,231 ms,6489 kB/s
172.252.113.191,25222,TRUE,MIA,North America,Miami,237 ms,6488 kB/s
209.51.136.163,25262,TRUE,MIA,North America,Miami,240 ms,6487 kB/s
172.252.113.173,25229,TRUE,MIA,North America,Miami,231 ms,6486 kB/s
172.120.243.212,25220,TRUE,IAD,North America,Ashburn,271 ms,6486 kB/s
40.27.137.54,25255,TRUE,MIA,North America,Miami,236 ms,6485 kB/s
198.177.59.142,25222,TRUE,MIA,North America,Miami,236 ms,6480 kB/s
72.9.227.123,25228,TRUE,MIA,North America,Miami,238 ms,6480 kB/s
172.252.113.189,25222,TRUE,MIA,North America,Miami,241 ms,6480 kB/s
207.210.125.57,25222,TRUE,MIA,North America,Miami,231 ms,6478 kB/s
172.252.113.130,25222,TRUE,MIA,North America,Miami,231 ms,6477 kB/s
66.92.166.226,25212,TRUE,LAX,North America,Los Angeles,183 ms,6477 kB/s
209.178.239.68,25226,TRUE,MIA,North America,Miami,231 ms,6473 kB/s
172.252.113.36,25220,TRUE,MIA,North America,Miami,209 ms,6472 kB/s
172.252.113.29,25228,TRUE,MIA,North America,Miami,242 ms,6470 kB/s
207.210.125.56,25222,TRUE,MIA,North America,Miami,237 ms,6468 kB/s
209.51.136.186,25262,TRUE,MIA,North America,Miami,237 ms,6467 kB/s
72.9.227.105,25220,TRUE,MIA,North America,Miami,242 ms,6467 kB/s
172.252.113.167,25222,TRUE,MIA,North America,Miami,208 ms,6467 kB/s
172.252.113.50,25229,TRUE,MIA,North America,Miami,236 ms,6464 kB/s
67.215.254.81,25232,TRUE,MIA,North America,Miami,234 ms,6464 kB/s
209.51.136.158,25228,TRUE,MIA,North America,Miami,257 ms,6464 kB/s
5.161.149.54,2052,TRUE,IAD,North America,Ashburn,238 ms,6461 kB/s
172.121.49.101,25292,TRUE,MIA,North America,Miami,249 ms,6460 kB/s
216.83.47.197,25222,TRUE,MIA,North America,Miami,234 ms,6460 kB/s
72.9.227.127,25220,TRUE,MIA,North America,Miami,228 ms,6458 kB/s
40.27.137.2,25255,TRUE,MIA,North America,Miami,236 ms,6457 kB/s
172.121.49.245,25228,TRUE,MIA,North America,Miami,236 ms,6452 kB/s
207.210.125.3,25212,TRUE,MIA,North America,Miami,235 ms,6448 kB/s
172.121.49.239,25228,TRUE,MIA,North America,Miami,211 ms,6448 kB/s
198.177.59.69,25226,TRUE,MIA,North America,Miami,237 ms,6448 kB/s
72.9.227.81,25220,TRUE,MIA,North America,Miami,232 ms,6445 kB/s
40.27.137.62,25255,TRUE,MIA,North America,Miami,239 ms,6443 kB/s
67.215.254.122,25220,TRUE,MIA,North America,Miami,239 ms,6442 kB/s
40.27.137.45,25292,TRUE,MIA,North America,Miami,240 ms,6442 kB/s
198.177.59.105,25227,TRUE,MIA,North America,Miami,239 ms,6441 kB/s
172.252.113.43,25242,TRUE,MIA,North America,Miami,208 ms,6440 kB/s
72.9.227.114,25220,TRUE,MIA,North America,Miami,241 ms,6440 kB/s
67.215.254.118,25232,TRUE,MIA,North America,Miami,244 ms,6439 kB/s
67.215.254.99,25228,TRUE,MIA,North America,Miami,230 ms,6438 kB/s
207.210.125.20,25226,TRUE,MIA,North America,Miami,232 ms,6433 kB/s
172.121.49.236,25232,TRUE,MIA,North America,Miami,210 ms,6433 kB/s
72.9.227.77,25229,TRUE,MIA,North America,Miami,236 ms,6429 kB/s
207.210.125.18,25226,TRUE,MIA,North America,Miami,210 ms,6428 kB/s
40.27.137.0,25282,TRUE,MIA,North America,Miami,239 ms,6428 kB/s
72.9.227.112,25220,TRUE,MIA,North America,Miami,235 ms,6428 kB/s
172.252.113.62,25220,TRUE,MIA,North America,Miami,238 ms,6428 kB/s
207.210.125.5,25226,TRUE,MIA,North America,Miami,208 ms,6425 kB/s
172.252.83.165,25242,TRUE,MIA,North America,Miami,238 ms,6423 kB/s
209.178.239.70,25232,TRUE,MIA,North America,Miami,243 ms,6422 kB/s
172.121.56.26,25212,TRUE,IAD,North America,Ashburn,241 ms,6419 kB/s
198.177.59.68,25226,TRUE,MIA,North America,Miami,236 ms,6417 kB/s
107.151.216.153,25227,TRUE,MIA,North America,Miami,230 ms,6416 kB/s
67.215.254.91,25228,TRUE,MIA,North America,Miami,229 ms,6414 kB/s
216.83.47.194,25227,TRUE,MIA,North America,Miami,235 ms,6413 kB/s
172.121.56.84,25212,TRUE,IAD,North America,Ashburn,237 ms,6413 kB/s
216.83.47.248,25222,TRUE,MIA,North America,Miami,229 ms,6412 kB/s
198.177.59.229,25222,TRUE,MIA,North America,Miami,207 ms,6411 kB/s
40.27.137.14,25255,TRUE,MIA,North America,Miami,239 ms,6410 kB/s
40.223.251.116,25212,TRUE,IAD,North America,Ashburn,264 ms,6409 kB/s
172.252.113.159,25224,TRUE,MIA,North America,Miami,209 ms,6404 kB/s
75.127.120.59,25220,TRUE,IAD,North America,Ashburn,274 ms,6403 kB/s
172.120.250.120,25232,TRUE,MIA,North America,Miami,214 ms,6403 kB/s
172.121.56.48,25212,TRUE,IAD,North America,Ashburn,261 ms,6403 kB/s
104.253.186.87,25222,TRUE,IAD,North America,Ashburn,272 ms,6403 kB/s
207.210.125.41,25226,TRUE,MIA,North America,Miami,235 ms,6401 kB/s
172.252.113.22,25228,TRUE,MIA,North America,Miami,205 ms,6401 kB/s
198.177.59.67,25222,TRUE,MIA,North America,Miami,237 ms,6401 kB/s
172.252.113.42,25212,TRUE,MIA,North America,Miami,233 ms,6400 kB/s
198.177.59.177,25222,TRUE,MIA,North America,Miami,229 ms,6399 kB/s
207.210.125.6,25226,TRUE,MIA,North America,Miami,237 ms,6396 kB/s
107.151.216.113,25220,TRUE,MIA,North America,Miami,239 ms,6396 kB/s
198.177.59.236,25222,TRUE,MIA,North America,Miami,211 ms,6394 kB/s
162.216.113.75,1234,TRUE,EWR,North America,Newark,256 ms,6394 kB/s
209.51.136.133,25262,TRUE,MIA,North America,Miami,211 ms,6394 kB/s
67.215.254.68,25224,TRUE,MIA,North America,Miami,205 ms,6393 kB/s
216.83.47.203,25242,TRUE,MIA,North America,Miami,228 ms,6392 kB/s
67.215.254.75,25224,TRUE,MIA,North America,Miami,231 ms,6391 kB/s
172.121.49.242,25232,TRUE,MIA,North America,Miami,209 ms,6390 kB/s
40.27.137.43,25255,TRUE,MIA,North America,Miami,240 ms,6389 kB/s
172.121.49.107,25242,TRUE,MIA,North America,Miami,236 ms,6388 kB/s
67.215.254.77,25220,TRUE,MIA,North America,Miami,230 ms,6388 kB/s
198.177.59.143,25222,TRUE,MIA,North America,Miami,236 ms,6387 kB/s
172.252.113.14,25212,TRUE,MIA,North America,Miami,239 ms,6387 kB/s
67.215.254.96,25224,TRUE,MIA,North America,Miami,207 ms,6387 kB/s
67.215.254.127,25220,TRUE,MIA,North America,Miami,240 ms,6387 kB/s
207.210.125.59,25228,TRUE,MIA,North America,Miami,234 ms,6387 kB/s
207.210.125.25,25232,TRUE,MIA,North America,Miami,231 ms,6387 kB/s
198.177.59.180,25222,TRUE,MIA,North America,Miami,209 ms,6386 kB/s
172.120.243.232,25220,TRUE,IAD,North America,Ashburn,269 ms,6386 kB/s
198.177.59.101,25226,TRUE,MIA,North America,Miami,236 ms,6384 kB/s
67.215.254.106,25224,TRUE,MIA,North America,Miami,238 ms,6384 kB/s
64.81.180.152,25232,TRUE,IAD,North America,Ashburn,242 ms,6384 kB/s
207.210.125.62,25232,TRUE,MIA,North America,Miami,212 ms,6383 kB/s
5.161.149.54,2086,TRUE,IAD,North America,Ashburn,235 ms,6382 kB/s
172.121.37.236,25212,TRUE,IAD,North America,Ashburn,266 ms,6382 kB/s
40.183.198.197,25220,TRUE,IAD,North America,Ashburn,265 ms,6382 kB/s
216.83.47.230,25242,TRUE,MIA,North America,Miami,248 ms,6381 kB/s
172.252.113.53,25220,TRUE,MIA,North America,Miami,243 ms,6380 kB/s
172.120.250.70,25232,TRUE,MIA,North America,Miami,234 ms,6379 kB/s
172.252.113.173,25222,TRUE,MIA,North America,Miami,211 ms,6378 kB/s
67.215.254.88,25224,TRUE,MIA,North America,Miami,212 ms,6378 kB/s
172.121.33.12,25212,TRUE,IAD,North America,Ashburn,267 ms,6377 kB/s
172.121.37.93,25212,TRUE,IAD,North America,Ashburn,266 ms,6377 kB/s
209.51.136.176,25262,TRUE,MIA,North America,Miami,230 ms,6377 kB/s
67.215.254.65,25228,TRUE,MIA,North America,Miami,234 ms,6377 kB/s
67.215.254.125,25220,TRUE,MIA,North America,Miami,236 ms,6377 kB/s
216.83.47.210,25242,TRUE,MIA,North America,Miami,236 ms,6376 kB/s
216.83.47.253,25242,TRUE,MIA,North America,Miami,210 ms,6375 kB/s
216.83.47.216,25242,TRUE,MIA,North America,Miami,235 ms,6375 kB/s
67.215.254.113,25224,TRUE,MIA,North America,Miami,237 ms,6375 kB/s
72.9.224.214,25212,TRUE,IAD,North America,Ashburn,258 ms,6374 kB/s
198.177.59.112,25226,TRUE,MIA,North America,Miami,238 ms,6374 kB/s
67.215.254.73,25224,TRUE,MIA,North America,Miami,235 ms,6373 kB/s
207.210.125.11,25228,TRUE,MIA,North America,Miami,228 ms,6372 kB/s
67.215.254.120,25220,TRUE,MIA,North America,Miami,236 ms,6372 kB/s
75.127.120.2,25222,TRUE,IAD,North America,Ashburn,249 ms,6371 kB/s
67.215.254.89,25224,TRUE,MIA,North America,Miami,234 ms,6371 kB/s
198.177.59.110,25222,TRUE,MIA,North America,Miami,239 ms,6371 kB/s
209.178.239.72,25232,TRUE,MIA,North America,Miami,238 ms,6371 kB/s
172.121.56.135,25212,TRUE,IAD,North America,Ashburn,275 ms,6371 kB/s
64.81.180.29,25232,TRUE,IAD,North America,Ashburn,265 ms,6371 kB/s
75.127.120.155,25212,TRUE,IAD,North America,Ashburn,273 ms,6370 kB/s
40.223.251.108,25212,TRUE,IAD,North America,Ashburn,264 ms,6369 kB/s
172.252.113.128,25224,TRUE,MIA,North America,Miami,232 ms,6369 kB/s
172.252.113.41,25229,TRUE,MIA,North America,Miami,213 ms,6369 kB/s
40.27.137.40,25292,TRUE,MIA,North America,Miami,236 ms,6368 kB/s
103.79.78.21,444,TRUE,LAX,North America,Los Angeles,229 ms,6368 kB/s
216.83.47.208,25222,TRUE,MIA,North America,Miami,205 ms,6366 kB/s
67.215.254.101,25220,TRUE,MIA,North America,Miami,222 ms,6366 kB/s
72.9.227.96,25232,TRUE,MIA,North America,Miami,234 ms,6366 kB/s
198.177.59.238,25232,TRUE,MIA,North America,Miami,209 ms,6365 kB/s
172.120.243.200,25220,TRUE,IAD,North America,Ashburn,260 ms,6365 kB/s
207.210.125.63,25228,TRUE,MIA,North America,Miami,231 ms,6365 kB/s
64.81.180.32,25212,TRUE,IAD,North America,Ashburn,270 ms,6365 kB/s
172.121.33.77,25220,TRUE,IAD,North America,Ashburn,275 ms,6365 kB/s
67.215.254.79,25220,TRUE,MIA,North America,Miami,212 ms,6365 kB/s
72.9.227.69,25229,TRUE,MIA,North America,Miami,232 ms,6362 kB/s
172.121.33.42,25220,TRUE,IAD,North America,Ashburn,279 ms,6362 kB/s
172.121.49.98,25292,TRUE,MIA,North America,Miami,231 ms,6361 kB/s
172.252.113.184,25229,TRUE,MIA,North America,Miami,212 ms,6361 kB/s
172.252.113.35,25228,TRUE,MIA,North America,Miami,230 ms,6361 kB/s
216.83.47.233,25227,TRUE,MIA,North America,Miami,240 ms,6361 kB/s
172.121.37.232,25222,TRUE,IAD,North America,Ashburn,273 ms,6359 kB/s
72.9.227.127,25229,TRUE,MIA,North America,Miami,210 ms,6359 kB/s
172.121.56.142,25212,TRUE,IAD,North America,Ashburn,263 ms,6359 kB/s
216.83.47.204,25222,TRUE,MIA,North America,Miami,214 ms,6359 kB/s
67.215.254.67,25224,TRUE,MIA,North America,Miami,238 ms,6359 kB/s
207.210.125.33,25226,TRUE,MIA,North America,Miami,241 ms,6358 kB/s
67.215.254.99,25224,TRUE,MIA,North America,Miami,239 ms,6358 kB/s
216.83.47.220,25242,TRUE,MIA,North America,Miami,229 ms,6358 kB/s
209.178.239.119,25226,TRUE,MIA,North America,Miami,234 ms,6358 kB/s
216.83.47.203,25222,TRUE,MIA,North America,Miami,210 ms,6358 kB/s
198.177.59.173,25222,TRUE,MIA,North America,Miami,231 ms,6355 kB/s
198.177.59.151,25222,TRUE,MIA,North America,Miami,217 ms,6355 kB/s
72.9.227.66,25229,TRUE,MIA,North America,Miami,205 ms,6354 kB/s
72.9.227.96,25229,TRUE,MIA,North America,Miami,214 ms,6354 kB/s
172.121.37.131,25222,TRUE,IAD,North America,Ashburn,274 ms,6354 kB/s
216.83.47.200,25242,TRUE,MIA,North America,Miami,231 ms,6354 kB/s
67.215.254.69,25232,TRUE,MIA,North America,Miami,238 ms,6353 kB/s
216.83.47.240,25242,TRUE,MIA,North America,Miami,230 ms,6353 kB/s
172.120.250.80,25232,TRUE,MIA,North America,Miami,232 ms,6352 kB/s
172.252.113.24,25222,TRUE,MIA,North America,Miami,230 ms,6352 kB/s
172.121.56.185,25212,TRUE,IAD,North America,Ashburn,265 ms,6352 kB/s
172.121.49.237,25212,TRUE,MIA,North America,Miami,239 ms,6352 kB/s
198.177.59.145,25222,TRUE,MIA,North America,Miami,240 ms,6351 kB/s
72.9.227.79,25229,TRUE,MIA,North America,Miami,231 ms,6351 kB/s
104.253.10.235,25222,TRUE,IAD,North America,Ashburn,271 ms,6350 kB/s
72.9.227.88,25229,TRUE,MIA,North America,Miami,210 ms,6350 kB/s
209.51.136.131,25228,TRUE,MIA,North America,Miami,227 ms,6350 kB/s
72.9.227.86,25226,TRUE,MIA,North America,Miami,239 ms,6349 kB/s
67.215.254.115,25220,TRUE,MIA,North America,Miami,239 ms,6349 kB/s
72.9.227.90,25229,TRUE,MIA,North America,Miami,240 ms,6348 kB/s
172.252.113.156,25224,TRUE,MIA,North America,Miami,210 ms,6348 kB/s
72.9.227.111,25232,TRUE,MIA,North America,Miami,239 ms,6348 kB/s
172.252.113.16,25242,TRUE,MIA,North America,Miami,211 ms,6347 kB/s
207.210.125.38,25232,TRUE,MIA,North America,Miami,232 ms,6347 kB/s
67.215.254.114,25232,TRUE,MIA,North America,Miami,236 ms,6347 kB/s
72.9.224.22,25212,TRUE,IAD,North America,Ashburn,266 ms,6346 kB/s
72.9.227.85,25232,TRUE,MIA,North America,Miami,211 ms,6346 kB/s
207.210.125.8,25228,TRUE,MIA,North America,Miami,209 ms,6346 kB/s
216.83.47.227,25222,TRUE,MIA,North America,Miami,217 ms,6346 kB/s
172.252.113.55,25222,TRUE,MIA,North America,Miami,230 ms,6346 kB/s
172.120.250.103,25232,TRUE,MIA,North America,Miami,207 ms,6346 kB/s
198.177.59.106,25226,TRUE,MIA,North America,Miami,241 ms,6346 kB/s
172.120.250.111,25232,TRUE,MIA,North America,Miami,206 ms,6345 kB/s
172.120.250.124,25232,TRUE,MIA,North America,Miami,234 ms,6345 kB/s
207.210.125.55,25232,TRUE,MIA,North America,Miami,229 ms,6344 kB/s
72.9.227.106,25232,TRUE,MIA,North America,Miami,217 ms,6344 kB/s
216.83.47.200,25222,TRUE,MIA,North America,Miami,236 ms,6343 kB/s
172.252.113.136,25228,TRUE,MIA,North America,Miami,217 ms,6343 kB/s
216.83.47.236,25222,TRUE,MIA,North America,Miami,232 ms,6343 kB/s
216.83.47.247,25222,TRUE,MIA,North America,Miami,206 ms,6342 kB/s
172.252.113.178,25224,TRUE,MIA,North America,Miami,229 ms,6342 kB/s
172.252.113.9,25242,TRUE,MIA,North America,Miami,237 ms,6342 kB/s
67.215.254.106,25232,TRUE,MIA,North America,Miami,236 ms,6340 kB/s
198.177.59.144,25222,TRUE,MIA,North America,Miami,231 ms,6340 kB/s
67.215.254.82,25232,TRUE,MIA,North America,Miami,237 ms,6339 kB/s
172.252.113.140,25224,TRUE,MIA,North America,Miami,239 ms,6339 kB/s
209.51.136.157,25262,TRUE,MIA,North America,Miami,242 ms,6339 kB/s
172.252.113.30,25212,TRUE,MIA,North America,Miami,218 ms,6338 kB/s
72.9.227.87,25232,TRUE,MIA,North America,Miami,230 ms,6338 kB/s
172.252.113.166,25224,TRUE,MIA,North America,Miami,239 ms,6338 kB/s
172.252.113.57,25222,TRUE,MIA,North America,Miami,239 ms,6338 kB/s
172.120.250.126,25232,TRUE,MIA,North America,Miami,235 ms,6337 kB/s
72.9.227.109,25232,TRUE,MIA,North America,Miami,243 ms,6337 kB/s
67.215.254.104,25224,TRUE,MIA,North America,Miami,247 ms,6337 kB/s
40.223.157.232,25212,TRUE,IAD,North America,Ashburn,274 ms,6336 kB/s
72.9.227.85,25229,TRUE,MIA,North America,Miami,212 ms,6336 kB/s
172.252.113.27,25222,TRUE,MIA,North America,Miami,229 ms,6336 kB/s
198.177.59.111,25222,TRUE,MIA,North America,Miami,235 ms,6336 kB/s
172.252.113.170,25224,TRUE,MIA,North America,Miami,238 ms,6335 kB/s
66.92.166.218,25212,TRUE,LAX,North America,Los Angeles,203 ms,6334 kB/s
172.252.113.38,25212,TRUE,MIA,North America,Miami,241 ms,6334 kB/s
67.215.254.81,25220,TRUE,MIA,North America,Miami,246 ms,6333 kB/s
198.177.59.230,25232,TRUE,MIA,North America,Miami,233 ms,6333 kB/s
209.178.239.44,25226,TRUE,MIA,North America,Miami,207 ms,6333 kB/s
172.252.113.57,25242,TRUE,MIA,North America,Miami,229 ms,6333 kB/s
67.215.254.115,25232,TRUE,MIA,North America,Miami,210 ms,6332 kB/s
72.9.227.71,25232,TRUE,MIA,North America,Miami,239 ms,6331 kB/s
172.120.250.86,25232,TRUE,MIA,North America,Miami,231 ms,6330 kB/s
67.215.254.92,25232,TRUE,MIA,North America,Miami,240 ms,6330 kB/s
207.210.125.29,25222,TRUE,MIA,North America,Miami,228 ms,6330 kB/s
172.252.113.169,25224,TRUE,MIA,North America,Miami,229 ms,6330 kB/s
172.252.113.63,25242,TRUE,MIA,North America,Miami,238 ms,6329 kB/s
104.145.214.156,25212,TRUE,IAD,North America,Ashburn,265 ms,6328 kB/s
107.151.216.33,25232,TRUE,MIA,North America,Miami,256 ms,6327 kB/s
172.252.113.37,25220,TRUE,MIA,North America,Miami,211 ms,6327 kB/s
72.9.227.111,25226,TRUE,MIA,North America,Miami,214 ms,6327 kB/s
172.252.113.1,25220,TRUE,MIA,North America,Miami,213 ms,6327 kB/s
38.179.82.57,20004,TRUE,PHX,North America,Phoenix,210 ms,6326 kB/s
67.215.254.96,25232,TRUE,MIA,North America,Miami,226 ms,6326 kB/s
209.178.239.46,25226,TRUE,MIA,North America,Miami,242 ms,6326 kB/s
107.151.216.183,25232,TRUE,MIA,North America,Miami,237 ms,6325 kB/s
198.177.59.70,25222,TRUE,MIA,North America,Miami,237 ms,6325 kB/s
172.252.113.189,25224,TRUE,MIA,North America,Miami,210 ms,6324 kB/s
142.171.75.202,9443,TRUE,LAX,North America,Los Angeles,179 ms,6324 kB/s
198.177.59.147,25226,TRUE,MIA,North America,Miami,230 ms,6324 kB/s
198.177.59.61,25222,TRUE,MIA,North America,Miami,233 ms,6323 kB/s
172.120.250.72,25232,TRUE,MIA,North America,Miami,205 ms,6323 kB/s
207.210.125.43,25226,TRUE,MIA,North America,Miami,239 ms,6323 kB/s
209.51.136.191,25262,TRUE,MIA,North America,Miami,253 ms,6323 kB/s
172.121.49.236,25212,TRUE,MIA,North America,Miami,236 ms,6323 kB/s
107.151.216.149,25220,TRUE,MIA,North America,Miami,239 ms,6322 kB/s
72.9.227.120,25232,TRUE,MIA,North America,Miami,231 ms,6321 kB/s
172.252.113.157,25224,TRUE,MIA,North America,Miami,242 ms,6321 kB/s
172.252.113.49,25222,TRUE,MIA,North America,Miami,231 ms,6319 kB/s
107.151.216.214,25222,TRUE,MIA,North America,Miami,206 ms,6318 kB/s
172.252.113.145,25222,TRUE,MIA,North America,Miami,240 ms,6317 kB/s
40.27.137.3,25282,TRUE,MIA,North America,Miami,235 ms,6317 kB/s
198.177.59.143,25226,TRUE,MIA,North America,Miami,240 ms,6317 kB/s
172.252.113.28,25222,TRUE,MIA,North America,Miami,236 ms,6316 kB/s
40.27.137.17,25282,TRUE,MIA,North America,Miami,234 ms,6316 kB/s
67.215.254.70,25232,TRUE,MIA,North America,Miami,228 ms,6314 kB/s
172.252.113.53,25222,TRUE,MIA,North America,Miami,207 ms,6313 kB/s
198.177.59.0,25227,TRUE,MIA,North America,Miami,234 ms,6313 kB/s
142.171.220.62,16656,TRUE,LAX,North America,Los Angeles,172 ms,6312 kB/s
172.252.113.58,25222,TRUE,MIA,North America,Miami,236 ms,6311 kB/s
172.252.113.50,25222,TRUE,MIA,North America,Miami,231 ms,6311 kB/s
