IP地址,端口,TLS,数据中心,地区,城市,网络延迟
121.186.198.94,11401,TRUE,ICN,Asia Pacific,Seoul,84 ms
112.173.161.188,20136,TRUE,ICN,Asia Pacific,Seoul,84 ms
121.147.34.1,10346,TRUE,ICN,Asia Pacific,Seoul,84 ms
121.186.198.94,10182,TRUE,ICN,Asia Pacific,Seoul,84 ms
119.201.112.36,10452,TRUE,ICN,Asia Pacific,Seoul,85 ms
210.223.26.66,10277,TRUE,ICN,Asia Pacific,Seoul,85 ms
121.163.24.128,27963,TRUE,ICN,Asia Pacific,Seoul,85 ms
14.53.195.118,10298,TRUE,ICN,Asia Pacific,Seoul,85 ms
180.182.110.224,10264,TRUE,ICN,Asia Pacific,Seoul,85 ms
121.163.24.128,32754,TRUE,ICN,Asia Pacific,Seoul,86 ms
14.53.195.118,12100,TRUE,ICN,Asia Pacific,Seoul,86 ms
175.192.66.211,20221,TRUE,ICN,Asia Pacific,Seoul,86 ms
203.251.29.209,20185,TRUE,ICN,Asia Pacific,Seoul,86 ms
118.41.27.62,12166,TRUE,ICN,Asia Pacific,Seoul,86 ms
222.105.67.105,10165,TRUE,ICN,Asia Pacific,Seoul,86 ms
118.219.1.45,12326,TRUE,ICN,Asia Pacific,Seoul,87 ms
118.37.193.118,10046,TRUE,ICN,Asia Pacific,Seoul,87 ms
58.150.195.243,10257,TRUE,ICN,Asia Pacific,Seoul,88 ms
182.31.48.185,50001,TRUE,ICN,Asia Pacific,Seoul,90 ms
59.27.171.160,50001,TRUE,ICN,Asia Pacific,Seoul,91 ms
118.35.196.178,33034,TRUE,ICN,Asia Pacific,Seoul,92 ms
58.230.181.133,13003,TRUE,ICN,Asia Pacific,Seoul,92 ms
121.145.100.86,10034,TRUE,ICN,Asia Pacific,Seoul,93 ms
112.162.128.170,50011,TRUE,ICN,Asia Pacific,Seoul,94 ms
221.160.204.64,10410,TRUE,ICN,Asia Pacific,Seoul,95 ms
221.163.35.103,17115,TRUE,ICN,Asia Pacific,Seoul,95 ms
220.72.161.178,10191,TRUE,ICN,Asia Pacific,Seoul,95 ms
121.162.212.127,20167,TRUE,ICN,Asia Pacific,Seoul,95 ms
121.156.167.216,33523,TRUE,ICN,Asia Pacific,Seoul,96 ms
61.80.195.236,12277,TRUE,ICN,Asia Pacific,Seoul,96 ms
220.118.166.81,50006,TRUE,ICN,Asia Pacific,Seoul,96 ms
183.97.196.49,50000,TRUE,ICN,Asia Pacific,Seoul,97 ms
118.37.92.151,11101,TRUE,ICN,Asia Pacific,Seoul,97 ms
59.13.59.197,30816,TRUE,ICN,Asia Pacific,Seoul,97 ms
211.228.64.93,18053,TRUE,ICN,Asia Pacific,Seoul,97 ms
112.160.244.169,10232,TRUE,ICN,Asia Pacific,Seoul,97 ms
203.251.8.37,33438,TRUE,ICN,Asia Pacific,Seoul,97 ms
121.184.108.23,50001,TRUE,ICN,Asia Pacific,Seoul,98 ms
118.37.92.151,17780,TRUE,ICN,Asia Pacific,Seoul,98 ms
222.104.213.148,17113,TRUE,ICN,Asia Pacific,Seoul,98 ms
183.103.30.205,20082,TRUE,ICN,Asia Pacific,Seoul,98 ms
14.42.237.24,10413,TRUE,ICN,Asia Pacific,Seoul,98 ms
211.222.226.132,32414,TRUE,ICN,Asia Pacific,Seoul,98 ms
112.161.221.228,16097,TRUE,ICN,Asia Pacific,Seoul,98 ms
112.186.25.177,18060,TRUE,ICN,Asia Pacific,Seoul,98 ms
14.53.243.142,20256,TRUE,ICN,Asia Pacific,Seoul,98 ms
119.206.93.55,50006,TRUE,ICN,Asia Pacific,Seoul,98 ms
183.96.89.23,50001,TRUE,ICN,Asia Pacific,Seoul,99 ms
121.166.39.76,10100,TRUE,ICN,Asia Pacific,Seoul,99 ms
14.42.24.233,50006,TRUE,ICN,Asia Pacific,Seoul,99 ms
125.134.226.18,20126,TRUE,ICN,Asia Pacific,Seoul,99 ms
124.239.186.99,7033,TRUE,SIN,Asia Pacific,Singapore,10 ms
8.219.78.44,7547,TRUE,SIN,Asia Pacific,Singapore,210 ms
159.138.52.204,30101,TRUE,SIN,Asia Pacific,Singapore,212 ms
47.236.87.93,20086,TRUE,SIN,Asia Pacific,Singapore,214 ms
171.213.2.189,1234,TRUE,SIN,Asia Pacific,Singapore,22 ms
188.166.182.46,8888,TRUE,SIN,Asia Pacific,Singapore,248 ms
101.132.172.172,10443,TRUE,SIN,Asia Pacific,Singapore,25 ms
137.220.150.237,441,TRUE,SIN,Asia Pacific,Singapore,254 ms
178.128.107.58,3128,TRUE,SIN,Asia Pacific,Singapore,260 ms
171.88.37.205,1234,TRUE,SIN,Asia Pacific,Singapore,28 ms
119.4.52.23,1234,TRUE,SIN,Asia Pacific,Singapore,29 ms
46.232.111.35,3443,TRUE,SIN,Asia Pacific,Singapore,55 ms
155.117.82.58,10600,TRUE,TPE,Asia Pacific,Taipei,239 ms
183.236.51.220,7003,TRUE,TPE,Asia Pacific,Taipei,38 ms
183.236.51.201,7001,TRUE,TPE,Asia Pacific,Taipei,38 ms
183.236.51.220,7004,TRUE,TPE,Asia Pacific,Taipei,41 ms
183.236.51.220,7001,TRUE,TPE,Asia Pacific,Taipei,43 ms
183.236.51.201,7004,TRUE,TPE,Asia Pacific,Taipei,43 ms
183.236.51.220,7005,TRUE,TPE,Asia Pacific,Taipei,44 ms
183.236.51.201,7005,TRUE,TPE,Asia Pacific,Taipei,44 ms
183.236.51.201,7006,TRUE,TPE,Asia Pacific,Taipei,46 ms
172.104.110.10,555,TRUE,NRT,Asia Pacific,Tokyo,197 ms
210.22.131.196,63443,TRUE,NRT,Asia Pacific,Tokyo,22 ms
182.149.148.142,1235,TRUE,NRT,Asia Pacific,Tokyo,23 ms
139.162.83.106,386,TRUE,NRT,Asia Pacific,Tokyo,232 ms
119.4.52.23,1235,TRUE,NRT,Asia Pacific,Tokyo,25 ms
61.96.248.252,30021,TRUE,NRT,Asia Pacific,Tokyo,256 ms
171.213.2.189,1235,TRUE,NRT,Asia Pacific,Tokyo,27 ms
171.88.37.205,1235,TRUE,NRT,Asia Pacific,Tokyo,37 ms
103.117.103.62,18443,TRUE,NRT,Asia Pacific,Tokyo,55 ms
46.3.44.155,7443,TRUE,NRT,Asia Pacific,Tokyo,57 ms
154.36.183.95,1011,TRUE,NRT,Asia Pacific,Tokyo,58 ms
154.31.117.24,27001,TRUE,NRT,Asia Pacific,Tokyo,61 ms
47.245.30.157,3094,TRUE,NRT,Asia Pacific,Tokyo,71 ms
35.76.141.131,10029,TRUE,NRT,Asia Pacific,Tokyo,72 ms
13.113.113.240,10005,TRUE,NRT,Asia Pacific,Tokyo,73 ms
35.76.141.131,10005,TRUE,NRT,Asia Pacific,Tokyo,75 ms
52.193.217.77,12139,TRUE,NRT,Asia Pacific,Tokyo,75 ms
13.114.81.83,10030,TRUE,NRT,Asia Pacific,Tokyo,82 ms
